D=0.0 mm/w,D=0.25 mm/w,D=0.5 mm/w,D=0.75 mm/w,D=1.0 mm/w
63.07856867928043,50.64629318027453,42.99647220435854,37.84333900622783,34.158205256289044
63.07143630782637,50.63483812535891,42.9915184167035,37.84158851331121,34.15763600695925
63.06435189782938,50.62340596023436,42.98657291827291,37.83984105624359,34.157067849143814
63.05731554012043,50.61199693116652,42.98163581679336,37.83809667138638,34.15650079342251
63.05032732406583,50.60061128306168,42.97670721948109,37.83635539492042,34.155934850313216
63.04338733756966,50.589249259465966,42.97178723304093,37.83461726284558,34.15537003027186
63.036495667076174,50.577911102564514,42.96687596366511,37.8328823109804,34.154806343692314
63.02965239757224,50.56659705318079,42.96197351703223,37.83115057496165,34.154243800906336
63.02285761258977,50.555307350775855,42.95707999830615,37.82942209024398,34.15368241218349
63.016111394208245,50.54404223344781,42.95219551213497,37.8276968920995,34.153122187731086
63.00941382305715,50.532801937931154,42.94732016264998,37.825975015617466,34.15256313769408
63.002764978318496,50.52158669959629,42.94245405346464,37.82425649570387,34.152005272155044
62.9961649377293,50.51039675244903,42.93759728767362,37.82254136708109,34.15144860113407
62.98961377758417,50.49923232913018,42.93274996785176,37.82082966428754,34.15089313458873
62.98311157273777,50.488093660915126,42.92791219605317,37.81912142167734,34.15033888241399
62.97665839660742,50.47698097771353,42.92308407381029,37.81741667341991,34.14978585444217
62.97025432117565,50.46589450806902,42.91826570213292,37.815715453499735,34.14923406044287
