D=0.0 (mm^2/w),D=0.1 (mm^2/w),D=0.2 (mm^2/w),D=0.3 (mm^2/w),D=0.4 (mm^2/w)
80.97964634362701,76.59870098406945,72.12751570472679,67.42897601477671,62.408963945371944
81.4144351644361,77.16794766489866,72.81592604607924,68.21917720120398,63.27910712825356
81.82721082089962,77.71207776577154,73.47811717746517,68.98428328876696,64.12766805809764
82.21879976689182,78.23176404580028,74.11445138556064,69.72422396164959,64.95408351360425
82.59001743338355,78.72770197080298,74.72535121555329,70.43902094685225,65.75789771217903
82.94166507991298,79.20060342424087,75.31129142350852,71.12878060726844,66.53875831046535
83.27452717048955,79.65119102535292,75.87279130886857,71.7936864040939,67.29641167138963
83.58936922581468,80.08019304115459,76.41040748090393,72.43399134784009,68.03069753396058
83.88693610460139,80.48833887131319,76.92472709763881,73.05001054232109,68.74154321880609
84.16795066840831,80.87635507902706,77.4163616020594,73.64211391075605,69.42895749635426
84.43311278658238,81.2449619367311,77.8859409683811,74.21071917806638,70.09302423622718
84.68309864046668,81.59487045252918,78.3341084608228,74.75628516895048,70.73389594637614
84.91856028883903,81.92677984151732,78.76151589867483,75.27930546769895,71.35178729927829
85.14012545949066,82.24137540541965,79.16881941437141,75.78030247319441,71.9469687306286
85.348397534841,82.53932678403278,79.55667568567168,76.25982187127146,72.51976018383198
85.54395570244354,82.82128654270156,79.92573861878083,76.7184275366718,73.07052506159887
85.72735524411405,83.08788906128252,80.2766564561557,77.1566968682423,73.59966443437814
85.89912794016455,83.3397496916638,80.61006928068488,77.57521655376375,74.10761154445984
86.05978256782771,83.57746415279067,80.92660688676223,77.9745787548079,74.59482663452238
86.20980547538687,83.80160813420187,81.22688698834162,78.35537769721371,75.06179212029878
86.34966121577655,84.01273708123482,81.51151373423474,78.71820664904747,75.50900811896184
86.4797932254839,84.211386137246,81.78107650157304,79.06365526515283,75.93698833779956
86.60062453646269,84.39807022036584,82.0361489393894,79.39230727548795,76.34625632175822
86.71255851047371,84.57328421442601,82.27728823559063,79.7047384932712,76.73734205343064
86.81597958679617,84.73750325573292,82.50503458210565,80.00151511840089,77.11077889499963
86.91125403562248,84.89118309929344,82.71991081463811,80.28319231157388,77.46710085843789
86.99873071066514,85.03476054991282,82.92242220516692,80.55031301490338,77.8068401878308
87.0787417955798,85.1686539452728,83.1130563870786,80.80340699554259,78.13052523593987
87.15160353975432,85.29326367965595,83.29228339454247,81.04299008977837,78.43867861597367
87.21761697984225,85.40897275840959,83.46055579942531,81.26956362620238,78.73181560889361
87.27706864414002,85.51614737454179,83.61830893066363,81.48361400783664,79.01044280637217
87.33023123753235,85.61513750001806,83.76596116255355,81.6856124344394,79.27505696966521
87.3773643052692,85.70627748538467,83.90391425986958,81.87601474760464,79.52614408508876
87.41871487429961,85.78988666229156,84.03255376907734,82.05526138266067,79.76417859744274
87.45451807128157,85.86626994433115,84.15224944615885,82.22377741274788,79.98962280354473
87.48499771672071,85.93571842235647,84.26335571272114,82.38197267178792,80.20292638897938
87.51036689497147,85.99850995110195,84.36621213311169,82.53024194433588,80.40452609219307
87.5308285000683,86.05490972450878,84.46114390622036,82.66896521151976,80.59484548113592
87.54657575754888,86.10517083766348,84.54846236651129,82.79850794341188,80.77429482874523
87.55779272258955,86.14953483369865,84.62846548960482,82.91922142924065,80.94327107465489
87.5646547549016,86.1882322343862,84.70143839842429,83.03144313783537,81.10215786158544
87.56732897093924,86.22148305348236,84.76765386654132,83.13549710160298,81.25132563590593
87.56597467404966,86.24949729216507,84.82737281590211,83.23169431816423,81.39113180285088
87.56074376325554,86.27247541614483,84.88084480660149,83.32033316453045,81.52192092781713
87.55178112140516,86.29060881423273,84.92830851679786,83.40169981938469,81.64402497604995
87.53922498345457,86.30408023832076,84.96999221123448,83.47606868964567,81.75776358385387
87.5232072856659,86.31306422487177,85.0061141971581,83.5437028380448,81.86344435522977
87.50385399651387,86.31772749813373,85.03688326670733,83.6048544089388,81.96136317854523
87.48128543009416,86.31822935538995,85.06249912508719,83.6597650500193,82.05180455849265
87.45561654282136,86.3147220346331,85.08315280405454,83.70866632796839,82.13504195917974
87.426957214193,86.30735106511348,85.0990270604187,83.75178013645247,82.21133815473266
87.3954125123812,86.29625560125794,85.11029675941238,83.78931909514739,82.28094558427655
87.36108294539447,86.2815687404926,85.11712924291623,83.82148693875166,82.34410670859447
87.32406469853078,86.263417825527,85.11968468262764,83.84847889517434,82.401054366156
87.28444985881997,86.24192473167447,85.11811641835233,83.87048205228353,82.45201212655668
87.24232662712873,86.2172061397929,85.11257128167081,83.88767571277366,82.4971946397194
87.19777951857549,86.18937379543361,85.10318990528987,83.90023173685758,82.53680797948486
87.15088955187659,86.15853475478437,85.09010701843667,83.90831487261633,82.57104998046104
87.10173442821863,86.12479161798706,85.07345172868897,83.91208307394632,82.60011056721565
87.05038870022526,86.08824275040111,85.05334779066266,83.91168780613486,82.62417207508345
86.99692393156046,86.04898249237229,85.02991386199783,83.90727433917029,82.64340956202358
86.941408847685,86.00710135805232,85.00326374709744,83.89898202895617,82.65799111110472
86.88390947825684,85.96268622379915,84.97350662908103,83.8869445866503,82.66807812331892
86.82448929164234,85.91582050667085,84.9407472904188,83.8712903363909,82.67382560053098
86.76320932198078,85.86658433350847,84.90508632271076,83.85214246170565,82.67538241846111
86.70012828922215,85.81505470108452,84.86662032607187,83.82961924092456,82.67289158967615
86.63530271253552,85.76130562777533,84.82544209857743,83.803834271937,82.66649051662938
86.56878701746444,85.70540829719633,84.7816408162144,83.77489668664735,82.65631123484472
86.50063363718517,85.64743119422077,84.73530220377405,83.742911355492,82.64248064638592
86.43089310820397,85.58744023378352,84.68650869710932,83.70797908238657,82.62512074378925
